availability_id,availability_30,availability_60,availability_90,availability_365,listing_id
4928,25,55,85,265,NULL
4929,0,0,0,0,NULL
4930,29,59,89,364,NULL
4931,0,0,0,0,NULL
4932,0,0,0,0,NULL
4933,28,30,30,302,NULL
4934,0,0,0,0,NULL
4935,9,37,67,335,NULL
4936,22,25,25,25,NULL
4937,29,59,89,364,NULL
4938,18,48,78,353,NULL
4939,0,0,0,0,NULL
4940,23,40,40,312,NULL
4941,24,54,84,261,NULL
4942,29,59,89,269,NULL
4943,30,60,90,270,NULL
4944,29,59,89,364,NULL
4945,28,58,88,363,NULL
4946,0,0,0,0,NULL
4947,0,0,0,0,NULL
4948,16,46,76,166,NULL
4949,17,47,49,49,NULL
4950,0,0,0,0,NULL
4951,0,0,0,0,NULL
4952,28,58,88,363,NULL
4953,30,60,90,365,NULL
4954,25,55,57,209,NULL
4955,1,1,1,1,NULL
4956,29,59,89,364,NULL
4957,9,20,50,205,NULL
4958,0,25,55,330,NULL
4959,0,24,54,329,NULL
4960,1,1,1,1,NULL
4961,1,1,1,1,NULL
4962,29,59,89,364,NULL
4963,23,48,78,353,NULL
4964,23,27,27,291,NULL
4965,23,53,83,358,NULL
4966,29,59,85,316,NULL
4967,30,60,90,365,NULL
4968,29,33,33,33,NULL
4969,29,33,33,33,NULL
4970,28,58,88,243,NULL
4971,28,32,32,32,NULL
4972,27,30,30,30,NULL
4973,29,59,89,92,NULL
4974,30,60,90,365,NULL
4975,30,60,90,365,NULL
4976,10,37,64,324,NULL
4977,16,19,19,210,NULL
4978,29,59,89,269,NULL
4979,29,59,89,93,NULL
4980,29,59,89,364,NULL
4981,5,35,65,324,NULL
4982,14,17,17,91,NULL
4983,7,33,63,321,NULL
4984,23,25,25,25,NULL
4985,17,19,19,108,NULL
4986,0,0,0,271,NULL
4987,23,26,26,26,NULL
4988,30,60,90,365,NULL
4989,29,59,89,364,NULL
4990,19,45,75,350,NULL
4991,27,57,87,362,NULL
4992,5,5,5,5,NULL
4993,0,0,0,0,NULL
4994,0,0,0,0,NULL
4995,28,58,88,178,NULL
4996,0,0,0,0,NULL
4997,29,59,89,364,NULL
4998,29,59,89,364,NULL
4999,0,0,0,1,NULL
5000,27,57,87,362,NULL
5001,0,0,2,2,NULL
5002,0,0,0,0,NULL
5003,21,47,49,163,NULL
5004,7,10,10,10,NULL
5005,29,59,89,361,NULL
5006,19,49,79,354,NULL
5007,30,60,90,365,NULL
5008,30,60,90,365,NULL
5009,0,0,0,275,NULL
5010,0,20,23,23,NULL
5011,29,59,61,248,NULL
5012,24,54,84,359,NULL
5013,0,0,0,0,NULL
5014,23,26,26,26,NULL
5015,23,26,26,26,NULL
5016,30,60,90,365,NULL
5017,30,60,90,365,NULL
5018,1,20,50,316,NULL
5019,29,59,89,364,NULL
5020,15,45,75,350,NULL
5021,29,59,89,364,NULL
5022,30,60,90,365,NULL
5023,16,46,76,347,NULL
5024,0,0,18,45,NULL
5025,19,21,21,293,NULL
5026,27,57,87,267,NULL
5027,4,34,64,331,NULL
5028,23,53,83,358,NULL
5029,26,56,86,240,NULL
5030,27,57,60,84,NULL
5031,0,0,0,0,NULL
5032,0,0,0,177,NULL
5033,30,60,90,365,NULL
5034,0,21,45,207,NULL
5035,17,47,77,231,NULL
5036,30,60,90,365,NULL
5037,30,60,90,359,NULL
5038,29,59,89,364,NULL
5039,29,59,89,364,NULL
5040,28,58,60,60,NULL
5041,3,33,63,166,NULL
5042,4,4,23,298,NULL
5043,4,22,41,234,NULL
5044,29,59,89,182,NULL
5045,29,59,89,364,NULL
5046,5,6,6,6,NULL
5047,27,31,31,31,NULL
5048,30,60,90,365,NULL
5049,30,60,90,365,NULL
5050,30,60,90,365,NULL
5051,6,36,66,79,NULL
5052,28,58,88,363,NULL
5053,29,59,89,364,NULL
5054,28,58,85,175,NULL
5055,27,57,87,362,NULL
5056,27,57,83,176,NULL
5057,17,47,77,352,NULL
5058,0,0,0,0,NULL
5059,11,41,69,282,NULL
5060,30,60,90,365,NULL
5061,12,42,72,346,NULL
5062,29,39,54,90,NULL
5063,8,38,65,336,NULL
5064,9,9,9,9,NULL
5065,27,57,87,333,NULL
5066,28,57,87,362,NULL
5067,25,55,80,80,NULL
5068,20,49,79,308,NULL
5069,30,60,90,365,NULL
5070,0,0,0,0,NULL
5071,24,53,83,358,NULL
5072,25,55,85,353,NULL
5073,2,2,2,275,NULL
5074,30,60,90,355,NULL
5075,29,59,60,277,NULL
5076,30,60,90,365,NULL
5077,29,59,89,364,NULL
5078,29,59,89,364,NULL
5079,29,59,89,364,NULL
5080,29,59,89,364,NULL
5081,8,14,14,86,NULL
5082,28,58,88,268,NULL
5083,0,0,0,130,NULL
5084,0,0,0,0,NULL
5085,29,59,89,194,NULL
5086,29,59,89,194,NULL
5087,27,30,30,303,NULL
5088,0,0,0,0,NULL
5089,15,15,15,15,NULL
5090,14,14,14,14,NULL
5091,10,17,17,108,NULL
5092,9,10,39,305,NULL
5093,18,48,78,342,NULL
5094,29,59,89,364,NULL
5095,8,10,10,109,NULL
5096,3,3,3,3,NULL
5097,15,15,15,15,NULL
5098,6,29,56,317,NULL
5099,9,38,68,314,NULL
5100,0,0,0,0,NULL
5101,30,60,90,365,NULL
5102,30,60,90,365,NULL
5103,19,49,79,354,NULL
5104,0,0,0,0,NULL
5105,25,50,68,330,NULL
5106,30,60,90,365,NULL
5107,14,17,45,320,NULL
5108,13,39,69,342,NULL
5109,7,28,56,326,NULL
5110,27,57,87,362,NULL
5111,28,58,88,363,NULL
5112,30,60,90,365,NULL
5113,30,60,90,365,NULL
5114,0,0,0,0,NULL
5115,7,23,53,302,NULL
5116,0,0,0,0,NULL
5117,8,30,60,335,NULL
5118,12,42,72,331,NULL
5119,2,18,48,323,NULL
5120,14,43,70,345,NULL
5121,0,0,0,202,NULL
5122,2,5,19,282,NULL
5123,13,36,66,240,NULL
5124,27,57,87,177,NULL
5125,30,60,90,365,NULL
5126,29,59,89,364,NULL
5127,29,59,89,364,NULL
5128,0,28,58,333,NULL
5129,21,51,81,356,NULL
5130,29,59,89,115,NULL
5131,30,60,90,365,NULL
5132,0,0,26,131,NULL
5133,4,4,4,4,NULL
5134,1,1,1,193,NULL
5135,23,28,28,28,NULL
5136,30,60,90,270,NULL
5137,18,48,78,293,NULL
5138,29,59,89,364,NULL
5139,27,57,87,362,NULL
5140,26,29,29,269,NULL
5141,12,42,65,155,NULL
5142,6,34,60,331,NULL
5143,0,0,0,197,NULL
5144,0,0,0,152,NULL
5145,29,32,32,32,NULL
5146,26,29,29,29,NULL
5147,18,21,21,21,NULL
5148,13,42,72,347,NULL
5149,26,56,86,332,NULL
5150,5,5,5,5,NULL
5151,30,60,90,365,NULL
5152,29,59,89,364,NULL
5153,30,60,90,365,NULL
5154,6,19,41,298,NULL
5155,6,6,6,218,NULL
5156,12,35,56,272,NULL
5157,3,4,4,245,NULL
5158,0,0,0,0,NULL
5159,29,59,89,364,NULL
5160,12,23,23,23,NULL
5161,19,47,77,77,NULL
5162,29,59,89,179,NULL
5163,29,59,89,364,NULL
5164,0,0,0,0,NULL
5165,29,59,89,179,NULL
5166,0,28,58,65,NULL
5167,23,53,83,358,NULL
5168,8,31,52,133,NULL
5169,16,46,76,345,NULL
5170,29,59,89,364,NULL
5171,28,58,88,363,NULL
5172,0,0,0,0,NULL
5173,0,0,0,0,NULL
5174,0,0,0,199,NULL
5175,29,59,89,89,NULL
5176,24,27,27,27,NULL
5177,30,60,90,365,NULL
5178,26,56,86,354,NULL
5179,28,58,88,363,NULL
5180,23,53,83,352,NULL
5181,19,49,79,112,NULL
5182,0,0,0,92,NULL
5183,28,58,88,363,NULL
5184,0,0,0,29,NULL
5185,0,0,0,0,NULL
5186,14,44,74,85,NULL
5187,0,24,24,26,NULL
5188,29,59,89,364,NULL
5189,29,59,89,364,NULL
5190,28,58,88,178,NULL
5191,0,0,0,90,NULL
5192,16,39,60,139,NULL
5193,17,43,73,76,NULL
5194,0,0,0,0,NULL
5195,0,0,0,27,NULL
5196,29,59,89,179,NULL
5197,0,0,0,181,NULL
5198,28,58,88,363,NULL
5199,14,44,74,256,NULL
5200,0,0,0,181,NULL
5201,28,58,88,363,NULL
5202,30,32,32,304,NULL
5203,7,29,56,331,NULL
5204,28,58,88,363,NULL
5205,0,0,27,302,NULL
5206,28,58,88,363,NULL
5207,21,51,81,356,NULL
5208,18,48,78,259,NULL
5209,12,42,65,65,NULL
5210,29,59,89,364,NULL
5211,29,30,30,207,NULL
5212,19,40,70,73,NULL
5213,25,55,85,360,NULL
5214,9,39,69,344,NULL
5215,0,0,0,0,NULL
5216,28,58,88,363,NULL
5217,29,59,89,364,NULL
5218,28,31,31,204,NULL
5219,21,23,51,326,NULL
5220,28,58,88,363,NULL
5221,1,1,1,268,NULL
5222,2,24,27,27,NULL
5223,29,59,89,364,NULL
5224,26,56,86,100,NULL
5225,2,24,45,292,NULL
5226,20,50,80,355,NULL
5227,0,0,0,271,NULL
5228,16,46,76,79,NULL
5229,0,0,0,0,NULL
5230,2,25,52,313,NULL
5231,16,46,48,220,NULL
5232,1,16,43,309,NULL
5233,28,58,88,178,NULL
5234,8,35,65,320,NULL
5235,1,27,55,322,NULL
5236,24,54,84,178,NULL
5237,8,37,64,208,NULL
5238,0,0,0,0,NULL
5239,27,33,33,33,NULL
5240,0,0,0,0,NULL
5241,0,0,15,259,NULL
5242,0,0,1,30,NULL
5243,1,1,1,195,NULL
5244,18,48,78,87,NULL
5245,6,7,8,9,NULL
5246,28,34,34,34,NULL
5247,9,39,69,249,NULL
5248,29,59,89,364,NULL
5249,11,41,71,344,NULL
5250,0,0,0,0,NULL
5251,28,29,29,29,NULL
5252,28,58,88,317,NULL
5253,0,0,0,85,NULL
5254,23,53,83,358,NULL
5255,9,16,16,16,NULL
5256,4,20,50,304,NULL
5257,3,31,59,115,NULL
5258,1,17,47,302,NULL
5259,0,0,0,0,NULL
5260,29,59,89,364,NULL
5261,29,59,89,269,NULL
5262,29,59,89,364,NULL
5263,0,0,0,60,NULL
5264,16,26,26,26,NULL
5265,23,53,83,358,NULL
5266,19,21,21,141,NULL
5267,5,20,50,296,NULL
5268,0,26,56,60,NULL
5269,0,0,0,0,NULL
5270,18,48,77,343,NULL
5271,6,36,66,289,NULL
5272,30,60,90,365,NULL
5273,29,59,89,364,NULL
5274,27,57,87,362,NULL
5275,28,58,88,363,NULL
5276,20,45,75,348,NULL
5277,4,4,4,4,NULL
5278,0,0,0,0,NULL
5279,28,58,88,268,NULL
5280,0,0,0,0,NULL
5281,14,44,74,349,NULL
5282,5,35,54,329,NULL
5283,0,0,0,0,NULL
5284,17,47,77,337,NULL
5285,28,58,88,360,NULL
5286,27,57,87,361,NULL
5287,13,43,73,333,NULL
5288,0,0,0,0,NULL
5289,15,45,75,77,NULL
5290,29,59,89,364,NULL
5291,29,59,89,364,NULL
5292,27,57,87,362,NULL
5293,15,45,60,206,NULL
5294,22,42,55,173,NULL
5295,29,59,89,358,NULL
5296,12,42,72,343,NULL
5297,29,59,89,364,NULL
5298,15,40,67,309,NULL
5299,29,59,89,357,NULL
5300,0,0,0,190,NULL
5301,0,0,0,0,NULL
5302,0,0,0,0,NULL
5303,30,60,90,365,NULL
5304,29,59,89,349,NULL
5305,5,5,33,289,NULL
5306,0,0,0,0,NULL
5307,14,17,17,184,NULL
5308,17,17,46,226,NULL
5309,29,34,34,104,NULL
5310,9,36,56,322,NULL
5311,0,0,0,0,NULL
5312,15,40,67,309,NULL
5313,25,55,85,119,NULL
5314,22,24,24,25,NULL
5315,28,32,32,32,NULL
5316,0,0,0,0,NULL
5317,25,27,27,29,NULL
5318,0,0,0,0,NULL
5319,6,8,8,8,NULL
5320,29,59,89,243,NULL
5321,24,24,24,24,NULL
5322,29,48,48,197,NULL
5323,0,0,0,0,NULL
5324,28,58,88,363,NULL
5325,30,60,90,365,NULL
5326,30,60,90,365,NULL
5327,9,27,57,267,NULL
5328,0,0,0,121,NULL
5329,26,56,86,361,NULL
5330,30,60,90,270,NULL
5331,5,21,21,179,NULL
5332,23,53,83,263,NULL
5333,8,37,67,311,NULL
5334,29,59,89,243,NULL
5335,27,54,84,356,NULL
5336,4,14,33,249,NULL
5337,29,59,89,364,NULL
5338,27,45,45,206,NULL
5339,20,50,80,355,NULL
5340,22,52,79,354,NULL
5341,0,0,0,271,NULL
5342,0,0,0,0,NULL
5343,0,0,0,0,NULL
5344,0,0,0,0,NULL
5345,0,0,0,0,NULL
5346,0,0,0,0,NULL
5347,0,0,0,0,NULL
5348,0,0,0,0,NULL
5349,18,48,78,353,NULL
5350,0,0,0,0,NULL
5351,0,0,0,0,NULL
5352,30,60,90,365,NULL
5353,0,0,0,243,NULL
5354,30,60,90,270,NULL
5355,0,0,0,0,NULL
5356,27,57,87,362,NULL
5357,5,5,5,5,NULL
5358,30,33,33,33,NULL
5359,0,0,0,0,NULL
5360,0,0,0,0,NULL
5361,15,45,75,350,NULL
5362,30,60,90,365,NULL
5363,10,10,10,10,NULL
5364,29,59,89,364,NULL
5365,29,59,89,364,NULL
5366,14,39,66,306,NULL
5367,27,57,87,354,NULL
5368,23,53,83,177,NULL
5369,2,32,62,333,NULL
5370,30,60,90,180,NULL
5371,0,0,0,0,NULL
5372,15,40,67,309,NULL
5373,20,50,80,355,NULL
5374,29,59,89,269,NULL
5375,26,29,29,29,NULL
5376,8,30,34,215,NULL
5377,18,48,78,337,NULL
5378,29,59,89,364,NULL
5379,0,0,0,0,NULL
5380,8,38,68,332,NULL
5381,25,28,28,28,NULL
5382,12,42,70,345,NULL
5383,29,59,89,364,NULL
5384,28,58,59,59,NULL
5385,13,15,15,15,NULL
5386,13,39,69,338,NULL
5387,13,16,16,16,NULL
5388,29,33,33,33,NULL
5389,22,24,24,24,NULL
5390,30,60,90,365,NULL
5391,30,60,62,62,NULL
5392,0,0,0,271,NULL
5393,6,33,60,263,NULL
5394,18,19,19,136,NULL
5395,21,38,38,68,NULL
5396,30,60,90,365,NULL
5397,30,60,90,365,NULL
5398,2,32,62,75,NULL
5399,28,57,87,177,NULL
5400,28,58,88,363,NULL
5401,23,53,83,343,NULL
5402,30,60,90,365,NULL
5403,30,60,90,331,NULL
5404,24,54,84,331,NULL
5405,26,56,86,96,NULL
5406,19,48,77,78,NULL
5407,28,58,88,363,NULL
5408,23,53,83,358,NULL
5409,30,49,49,166,NULL
5410,6,15,15,135,NULL
5411,16,44,46,198,NULL
5412,0,0,0,0,NULL
5413,13,39,69,332,NULL
5414,29,59,89,364,NULL
5415,0,0,0,0,NULL
5416,0,29,59,301,NULL
5417,0,14,36,288,NULL
5418,0,0,0,30,NULL
5419,18,34,64,296,NULL
5420,29,59,60,300,NULL
5421,0,14,20,289,NULL
5422,0,0,0,151,NULL
5423,0,0,0,0,NULL
5424,2,3,20,124,NULL
5425,9,10,10,88,NULL
5426,0,0,0,0,NULL
5427,26,56,86,361,NULL
5428,29,59,89,364,NULL
5429,23,53,83,358,NULL
5430,0,0,0,90,NULL
5431,11,41,71,346,NULL
5432,28,55,85,268,NULL
5433,0,0,0,0,NULL
5434,30,33,33,33,NULL
5435,27,57,87,362,NULL
5436,0,0,0,0,NULL
5437,7,29,59,334,NULL
5438,29,59,89,364,NULL
5439,30,60,90,93,NULL
5440,6,32,54,147,NULL
5441,22,52,82,172,NULL
5442,0,0,0,0,NULL
5443,0,0,0,90,NULL
5444,30,60,90,365,NULL
5445,0,18,48,323,NULL
5446,29,59,89,299,NULL
5447,0,0,0,0,NULL
5448,3,3,12,228,NULL
5449,29,59,89,179,NULL
5450,18,46,76,271,NULL
5451,19,49,79,354,NULL
5452,6,34,58,152,NULL
5453,14,42,72,86,NULL
5454,22,52,82,337,NULL
5455,10,40,68,343,NULL
5456,15,40,65,281,NULL
5457,7,28,58,333,NULL
5458,29,59,89,179,NULL
5459,25,55,85,265,NULL
5460,29,59,89,364,NULL
5461,12,42,63,338,NULL
5462,28,58,88,363,NULL
5463,29,59,89,364,NULL
5464,29,59,89,364,NULL
5465,29,59,89,183,NULL
5466,27,57,87,267,NULL
5467,29,59,89,179,NULL
5468,0,0,0,0,NULL
5469,19,30,58,333,NULL
5470,30,60,90,365,NULL
5471,29,59,89,364,NULL
5472,1,21,44,80,NULL
5473,0,0,0,0,NULL
5474,0,0,0,0,NULL
5475,1,1,1,29,NULL
5476,0,0,0,27,NULL
5477,29,59,89,364,NULL
5478,28,58,88,88,NULL
5479,0,0,0,204,NULL
5480,29,59,89,364,NULL
5481,30,60,90,90,NULL
5482,1,1,1,122,NULL
5483,3,3,3,3,NULL
5484,0,0,0,0,NULL
5485,0,0,0,0,NULL
5486,0,0,0,0,NULL
5487,28,58,88,363,NULL
5488,11,35,65,245,NULL
5489,7,7,8,86,NULL
5490,29,55,85,360,NULL
5491,29,59,89,172,NULL
5492,0,0,0,178,NULL
5493,30,60,90,365,NULL
5494,0,0,0,0,NULL
5495,30,36,63,338,NULL
5496,29,59,89,364,NULL
5497,0,0,0,0,NULL
5498,28,58,88,178,NULL
5499,18,48,78,258,NULL
5500,2,18,36,36,NULL
5501,12,41,62,224,NULL
5502,30,60,90,365,NULL
5503,5,21,42,42,NULL
5504,11,39,60,60,NULL
5505,3,13,32,222,NULL
5506,8,38,68,343,NULL
5507,28,58,88,363,NULL
5508,30,60,90,365,NULL
5509,30,60,90,365,NULL
5510,4,27,48,184,NULL
5511,28,58,88,325,NULL
5512,25,55,85,314,NULL
5513,0,0,0,0,NULL
5514,0,0,0,0,NULL
5515,11,41,71,346,NULL
5516,0,0,0,23,NULL
5517,29,59,89,364,NULL
5518,14,43,73,305,NULL
5519,0,0,0,178,NULL
5520,30,60,90,365,NULL
5521,27,57,87,362,NULL
5522,10,13,13,194,NULL
5523,20,50,80,355,NULL
5524,17,47,77,162,NULL
5525,0,28,49,49,NULL
5526,16,46,48,48,NULL
5527,28,58,88,178,NULL
5528,29,59,89,364,NULL
5529,0,0,0,0,NULL
5530,19,49,79,328,NULL
5531,0,0,0,0,NULL
5532,6,6,6,153,NULL
5533,15,43,45,45,NULL
5534,25,55,85,346,NULL
5535,19,45,67,340,NULL
5536,30,60,90,365,NULL
5537,0,0,0,0,NULL
5538,7,14,14,195,NULL
5539,25,27,27,27,NULL
5540,22,24,24,24,NULL
5541,28,58,88,363,NULL
5542,0,0,27,302,NULL
5543,13,41,71,224,NULL
5544,23,40,66,341,NULL
5545,7,33,63,217,NULL
5546,29,59,89,364,NULL
5547,30,60,90,365,NULL
5548,15,45,47,238,NULL
5549,0,0,0,0,NULL
5550,24,54,84,87,NULL
5551,19,49,74,74,NULL
5552,13,43,73,86,NULL
5553,24,26,26,26,NULL
5554,30,60,90,365,NULL
5555,0,0,0,1,NULL
5556,30,60,90,365,NULL
5557,30,60,90,365,NULL
5558,1,1,1,62,NULL
5559,7,18,26,290,NULL
5560,29,59,89,364,NULL
5561,0,0,0,0,NULL
5562,29,59,89,364,NULL
5563,0,0,0,0,NULL
5564,27,57,87,362,NULL
5565,23,53,83,358,NULL
5566,11,14,14,205,NULL
5567,20,50,80,89,NULL
5568,0,0,0,1,NULL
5569,30,60,90,365,NULL
5570,23,53,83,358,NULL
5571,25,50,80,282,NULL
5572,30,60,90,365,NULL
5573,28,58,88,171,NULL
5574,29,59,89,364,NULL
5575,30,60,90,365,NULL
5576,28,58,88,363,NULL
5577,20,50,80,341,NULL
5578,11,41,66,292,NULL
5579,19,49,79,354,NULL
5580,27,45,66,152,NULL
5581,9,9,9,95,NULL
5582,23,53,83,358,NULL
5583,23,53,83,358,NULL
5584,7,37,57,327,NULL
5585,3,25,27,27,NULL
5586,29,59,89,364,NULL
5587,0,0,0,0,NULL
5588,0,0,0,255,NULL
5589,20,50,80,355,NULL
5590,29,55,85,360,NULL
5591,6,36,38,38,NULL
5592,29,59,89,269,NULL
5593,0,0,0,272,NULL
5594,15,36,66,341,NULL
5595,9,39,42,269,NULL
5596,23,53,83,358,NULL
5597,18,35,35,166,NULL
5598,7,37,53,65,NULL
5599,28,30,30,181,NULL
5600,30,60,90,335,NULL
5601,28,58,88,268,NULL
5602,21,51,81,356,NULL
5603,0,27,57,181,NULL
5604,9,9,36,290,NULL
5605,13,40,70,193,NULL
5606,29,59,89,364,NULL
5607,30,60,90,365,NULL
5608,29,59,89,364,NULL
5609,18,48,77,349,NULL
5610,11,26,26,40,NULL
5611,6,6,6,6,NULL
5612,0,0,0,0,NULL
5613,8,8,8,8,NULL
5614,29,59,89,364,NULL
5615,7,7,7,279,NULL
5616,8,8,15,282,NULL
5617,6,26,56,68,NULL
5618,5,23,53,233,NULL
5619,5,23,53,309,NULL
5620,3,21,48,315,NULL
5621,1,1,1,1,NULL
5622,28,33,33,213,NULL
5623,19,26,26,224,NULL
5624,28,58,88,363,NULL
5625,0,0,0,0,NULL
5626,29,59,89,364,NULL
5627,13,43,73,348,NULL
5628,0,28,58,333,NULL
5629,30,60,90,365,NULL
5630,8,22,38,284,NULL
5631,30,60,90,365,NULL
5632,0,0,0,0,NULL
5633,20,50,80,327,NULL
5634,29,59,89,364,NULL
5635,0,0,0,0,NULL
5636,0,0,0,0,NULL
5637,30,60,90,365,NULL
5638,28,58,88,363,NULL
5639,25,27,27,27,NULL
5640,25,55,85,246,NULL
5641,2,12,28,182,NULL
5642,2,2,2,2,NULL
5643,28,58,88,363,NULL
5644,0,0,0,0,NULL
5645,30,60,90,365,NULL
5646,0,0,0,0,NULL
5647,30,60,90,124,NULL
5648,30,60,90,365,NULL
5649,21,47,71,332,NULL
5650,2,23,53,56,NULL
5651,8,29,58,320,NULL
5652,23,53,73,136,NULL
5653,27,29,29,150,NULL
5654,28,58,88,88,NULL
5655,30,60,90,345,NULL
5656,9,9,9,160,NULL
5657,13,43,73,348,NULL
5658,0,0,0,0,NULL
5659,8,28,58,175,NULL
5660,30,60,84,347,NULL
5661,29,59,89,89,NULL
5662,2,28,51,326,NULL
5663,28,58,88,363,NULL
5664,6,36,66,251,NULL
5665,29,59,89,364,NULL
5666,29,59,89,364,NULL
5667,29,59,89,364,NULL
5668,20,50,74,341,NULL
5669,30,60,90,365,NULL
5670,27,57,87,362,NULL
5671,29,59,89,364,NULL
5672,0,0,0,0,NULL
5673,5,35,65,250,NULL
5674,29,59,89,364,NULL
5675,0,0,0,0,NULL
5676,5,34,64,339,NULL
5677,29,59,89,364,NULL
5678,4,24,54,226,NULL
5679,0,0,0,0,NULL
5680,30,60,90,365,NULL
5681,0,0,0,0,NULL
5682,0,0,0,0,NULL
5683,12,42,72,347,NULL
5684,27,57,87,362,NULL
5685,10,31,52,318,NULL
5686,0,0,0,198,NULL
5687,30,60,90,365,NULL
5688,30,60,90,365,NULL
5689,13,36,61,315,NULL
5690,0,0,0,0,NULL
5691,16,46,48,175,NULL
5692,29,59,89,364,NULL
5693,0,28,58,333,NULL
5694,29,59,89,179,NULL
5695,0,11,41,258,NULL
5696,0,10,39,112,NULL
5697,28,58,88,363,NULL
5698,20,50,80,260,NULL
5699,7,7,35,274,NULL
5700,20,23,23,294,NULL
5701,0,0,0,0,NULL
5702,0,0,0,0,NULL
5703,0,0,0,0,NULL
5704,0,0,0,0,NULL
5705,30,60,90,365,NULL
5706,0,0,0,0,NULL
5707,19,22,22,22,NULL
5708,30,60,90,365,NULL
5709,0,0,0,0,NULL
5710,0,0,0,0,NULL
5711,27,57,60,300,NULL
5712,8,36,38,133,NULL
5713,25,55,85,246,NULL
5714,0,0,0,0,NULL
5715,29,40,40,40,NULL
5716,2,13,13,13,NULL
5717,5,10,10,158,NULL
5718,25,55,85,175,NULL
5719,24,54,84,359,NULL
5720,29,59,89,364,NULL
5721,29,59,61,61,NULL
5722,27,57,87,362,NULL
5723,20,22,22,143,NULL
5724,29,59,89,364,NULL
5725,0,0,0,0,NULL
5726,29,59,89,92,NULL
5727,17,47,75,77,NULL
5728,25,55,85,356,NULL
5729,29,59,89,364,NULL
5730,0,0,0,192,NULL
5731,27,57,60,257,NULL
5732,0,0,0,0,NULL
5733,29,59,89,364,NULL
5734,5,32,43,243,NULL
5735,2,4,4,5,NULL
5736,26,56,59,59,NULL
5737,17,21,46,321,NULL
5738,9,12,12,194,NULL
5739,29,59,89,179,NULL
5740,15,19,44,319,NULL
5741,20,24,49,324,NULL
5742,27,57,87,362,NULL
5743,21,23,23,24,NULL
5744,20,22,22,23,NULL
5745,28,58,88,88,NULL
5746,23,53,83,358,NULL
5747,23,53,83,358,NULL
5748,0,0,0,244,NULL
5749,0,0,0,156,NULL
5750,0,0,0,179,NULL
5751,28,58,88,268,NULL
5752,0,0,0,271,NULL
5753,12,12,12,12,NULL
5754,12,42,72,252,NULL
5755,20,20,20,20,NULL
5756,26,55,85,360,NULL
5757,29,59,89,364,NULL
5758,30,60,90,180,NULL
5759,7,27,57,332,NULL
5760,29,59,89,364,NULL
5761,26,56,86,267,NULL
5762,0,0,0,0,NULL
5763,30,60,90,365,NULL
5764,29,59,89,269,NULL
5765,29,59,89,364,NULL
5766,7,28,57,332,NULL
5767,1,27,55,260,NULL
5768,19,49,79,340,NULL
5769,0,0,0,272,NULL
5770,29,59,89,364,NULL
5771,0,0,0,0,NULL
5772,9,35,63,310,NULL
5773,21,51,81,352,NULL
5774,15,41,71,334,NULL
5775,1,10,32,73,NULL
5776,27,57,87,93,NULL
5777,23,53,83,173,NULL
5778,28,58,88,363,NULL
5779,28,58,88,363,NULL
5780,18,48,78,339,NULL
5781,30,60,90,301,NULL
5782,19,48,78,353,NULL
5783,27,57,87,362,NULL
5784,0,0,0,1,NULL
5785,13,39,69,326,NULL
5786,22,52,82,342,NULL
5787,5,30,60,333,NULL
5788,21,51,81,83,NULL
5789,5,25,55,330,NULL
5790,29,59,89,179,NULL
5791,29,59,89,364,NULL
5792,27,57,87,177,NULL
5793,29,59,89,364,NULL
5794,23,53,83,344,NULL
5795,3,15,39,224,NULL
5796,29,42,42,224,NULL
5797,0,0,0,0,NULL
5798,29,59,89,273,NULL
5799,3,15,39,224,NULL
5800,17,40,70,345,NULL
5801,29,59,89,364,NULL
5802,30,60,90,365,NULL
5803,23,53,83,267,NULL
5804,30,60,90,273,NULL
5805,30,60,90,274,NULL
5806,29,59,89,179,NULL
5807,30,60,90,365,NULL
5808,0,0,0,0,NULL
5809,13,43,68,77,NULL
5810,0,0,0,0,NULL
5811,28,58,88,178,NULL
5812,30,60,90,365,NULL
5813,11,41,71,339,NULL
5814,29,59,89,364,NULL
5815,0,0,0,0,NULL
5816,0,0,0,0,NULL
5817,30,60,90,365,NULL
5818,8,11,11,11,NULL
5819,1,25,54,144,NULL
5820,30,60,90,365,NULL
5821,16,46,76,76,NULL
5822,17,47,77,352,NULL
5823,26,56,86,361,NULL
5824,23,53,83,83,NULL
5825,10,22,22,204,NULL
5826,5,15,15,253,NULL
5827,30,60,90,365,NULL
5828,29,59,89,364,NULL
5829,9,12,12,12,NULL
5830,28,58,88,363,NULL
5831,29,59,89,364,NULL
5832,29,59,89,364,NULL
5833,26,56,86,361,NULL
5834,0,0,0,0,NULL
5835,30,60,90,365,NULL
5836,29,59,89,269,NULL
5837,0,0,0,0,NULL
5838,21,48,78,353,NULL
5839,29,59,89,89,NULL
5840,27,57,87,362,NULL
5841,27,57,87,362,NULL
5842,30,60,90,365,NULL
5843,9,33,63,311,NULL
5844,0,0,0,0,NULL
5845,28,58,88,209,NULL
5846,29,59,89,364,NULL
5847,29,59,89,364,NULL
5848,15,40,66,338,NULL
5849,0,28,58,333,NULL
5850,9,34,64,96,NULL
5851,0,0,0,0,NULL
5852,0,0,0,0,NULL
5853,30,60,90,365,NULL
5854,29,59,89,179,NULL
5855,27,57,87,177,NULL
5856,11,41,71,161,NULL
5857,27,57,87,267,NULL
5858,28,58,88,211,NULL
