id,listing_url,name,host_id,host_url,host_name,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_identity_verified,neighbourhood,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,    price    ,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,reviews_per_month
10750585,https://www.airbnb.com/rooms/10750585,Bedda Casa al Mare,10507052,https://www.airbnb.com/users/show/10507052,SiciliaBedda,12/8/2013,"Catania, Italy",within an hour,100%,100%,,46,48,t,Carlentini,37.3573,15.09016,Entire rental unit,Entire home/apt,4,1,2,4,108,1,1125,13,29,58,333,62,7,2,4/2/2016,9/26/2025,4.53,4.66,4.84,4.84,4.79,4.49,4.62,IT089006C2H6JVDW26,t,0.54
10756682,https://www.airbnb.com/rooms/10756682,Bouganville Apartment,55544426,https://www.airbnb.com/users/show/55544426,Alessandro,1/21/2016,,within an hour,100%,100%,f,1,2,t,Castellammare del Golfo,38.024891,12.879171,Entire rental unit,Entire home/apt,3,1.5,1,2,63,3,30,30,31,31,31,10,0,0,9/3/2018,8/19/2019,4,4.6,4.7,4.7,4.9,4.7,4.1,IT081005C278G4R3FC,t,0.12
10757903,https://www.airbnb.com/rooms/10757903,Ottimo per famiglia o gruppo amici,52953388,https://www.airbnb.com/users/show/52953388,Francesco,1/1/2016,,N/A,N/A,N/A,f,1,1,f,Siracusa,37.06872,15.29047,Entire rental unit,Entire home/apt,6,1.5,3,4,2221,31,1125,30,60,90,365,0,0,0,,,,,,,,,,,f,
10760698,https://www.airbnb.com/rooms/10760698,"double green room, free parking",55645311,https://www.airbnb.com/users/show/55645311,Alessandro,1/22/2016,"Catania, Italy",a few days or more,0%,N/A,f,2,2,f,Catania,37.50957,15.07791,Room in bed and breakfast,Hotel room,3,,1,,,31,1125,0,0,0,0,12,0,0,2/6/2016,7/23/2020,4.33,4.33,4.83,4.75,4.58,4.25,4.33,IT087015B4XB4T7LUM,f,0.1
10762008,https://www.airbnb.com/rooms/10762008,"""The Turtles"" B&B",55655138,https://www.airbnb.com/users/show/55655138,Luciana,1/22/2016,"Mondello, Italy",within an hour,100%,100%,t,1,1,t,Palermo,38.1956,13.32833,Private room in home,Private room,3,1,1,2,75,3,29,9,32,62,337,166,12,3,3/18/2016,9/22/2025,4.9,4.87,4.73,4.94,4.95,4.94,4.75,IT082053C1G7T6UC4G,t,1.43
11364354,https://www.airbnb.com/rooms/11364354,"GGHH - ""Giordana"" Ap[art]ment",59546673,https://www.airbnb.com/users/show/59546673,G.G.H.H.-House Hotel,2/20/2016,"Modica, Italy",N/A,N/A,N/A,f,2,3,t,Modica,36.71443,14.77465,Entire vacation home,Entire home/apt,4,1,2,3,110,3,28,28,58,60,60,0,0,0,,,,,,,,,,IT088006C2BBPA5Q6C,t,
11364528,https://www.airbnb.com/rooms/11364528,Perciata House,8317144,https://www.airbnb.com/users/show/8317144,Chiara,8/22/2013,"Palermo, Italy",within an hour,100%,100%,f,3,3,t,Palermo,38.18858,13.35581,Entire vacation home,Entire home/apt,4,1,2,2,102,3,30,3,33,63,166,22,0,0,4/16/2016,6/19/2024,4.77,4.45,4.77,4.91,4.91,4.45,4.59,IT082053C2T88BWA18,t,0.19
11366181,https://www.airbnb.com/rooms/11366181,Domus IV Mediterranea San Vito Lo Capo,11364789,https://www.airbnb.com/users/show/11364789,Mediterranea,1/16/2014,"Sicily, Italy",within an hour,100%,99%,t,6,6,t,San Vito Lo Capo,38.16892,12.73766,Entire condo,Entire home/apt,6,1,2,3,53,4,29,4,4,23,298,91,12,1,7/29/2016,9/13/2025,4.78,4.86,4.8,4.99,4.92,4.61,4.72,IT081020C2B5VLGQSY,f,0.81
11366220,https://www.airbnb.com/rooms/11366220,Beautiful Villa with Pool,24324342,https://www.airbnb.com/users/show/24324342,Jay,11/30/2014,"Belpasso, Italy",within an hour,100%,97%,t,1,2,t,Belpasso,37.6336,14.98823,Entire guest suite,Entire home/apt,4,1,2,2,172,3,1125,4,22,41,234,72,24,2,7/26/2016,9/9/2025,4.94,4.9,4.88,4.97,4.97,4.89,4.9,IT087007C28GAU5RJA,f,0.64
11369351,https://www.airbnb.com/rooms/11369351,Seaview Apartment by the Beach in Sicily,54643672,https://www.airbnb.com/users/show/54643672,Antonino,1/14/2016,"Mascali, Italy",within an hour,100%,75%,f,1,1,t,Mascali,37.76265,15.21702,Entire rental unit,Entire home/apt,5,1,1,3,83,2,90,29,59,89,182,44,2,0,9/20/2019,8/19/2025,4.8,4.84,4.75,4.86,4.98,4.73,4.86,IT087023C2MVYGLRFF,f,0.6
11374966,https://www.airbnb.com/rooms/11374966,Il Giardino di Cloe,51229347,https://www.airbnb.com/users/show/51229347,Francesca,12/13/2015,"Agrigento, Italy",within a day,100%,0%,f,1,1,t,Agrigento,37.2746403,13.6157305,Entire villa,Entire home/apt,12,4,5,6,268,4,60,29,59,89,364,38,1,0,8/15/2016,10/15/2024,4.87,4.92,4.97,4.92,4.89,4.71,4.84,IT084001C1OHIZWUGJ,f,0.34
11386675,https://www.airbnb.com/rooms/11386675,Sunset House - -it081020c248gkueor,59722271,https://www.airbnb.com/users/show/59722271,Giovanna E Margherita,2/21/2016,"Trapani, Italy",within an hour,100%,100%,,3,3,t,San Vito Lo Capo,38.14287,12.74013,Entire home,Entire home/apt,2,1,1,1,58,3,28,5,6,6,6,172,20,5,6/6/2016,9/25/2025,4.87,4.9,4.97,4.98,4.97,4.92,4.88,IT081020C248GKUEOR,t,1.52
11389179,https://www.airbnb.com/rooms/11389179,ancient typical dammuso renovated,57707882,https://www.airbnb.com/users/show/57707882,Claire,2/7/2016,"Brescia, Italy",within a few hours,83%,50%,f,1,1,t,Pantelleria,36.79651,11.94411,Dammuso,Entire home/apt,6,3,4,6,300,7,60,27,31,31,31,1,0,0,8/17/2024,8/17/2024,5,5,5,5,5,5,4,IT081014C2YHEEU4ZR,f,0.07
11389515,https://www.airbnb.com/rooms/11389515,La Margherita: blu eoliano.,59727528,https://www.airbnb.com/users/show/59727528,Silvana,2/21/2016,,N/A,N/A,67%,t,5,6,t,Lipari,38.80002,15.23782,Entire home,Entire home/apt,3,1,1,3,150,31,1125,30,60,90,365,9,0,0,7/16/2017,8/23/2024,4.89,4.89,5,4.89,4.67,4.56,4.11,,f,0.09
11390040,https://www.airbnb.com/rooms/11390040,La Margherita: l'antico forno,59727528,https://www.airbnb.com/users/show/59727528,Silvana,2/21/2016,,N/A,N/A,67%,t,5,6,t,Lipari,38.79791,15.23798,Entire home,Entire home/apt,4,1,2,4,200,31,1125,30,60,90,365,4,0,0,8/25/2017,8/21/2021,4.75,4.75,4.75,5,4.75,4.75,4,,f,0.04
11495582,https://www.airbnb.com/rooms/11495582,Agriturismo Case Don Ignazio - Carrubo,1373657,https://www.airbnb.com/users/show/1373657,Case Don Ignazio,11/5/2011,"Noto, Italy",within an hour,100%,100%,f,8,8,t,Noto,36.80227,15.02067,Farm stay,Entire home/apt,4,1,0,3,119,1,28,8,10,10,109,2,0,0,8/23/2016,8/26/2023,5,5,5,5,5,4.5,5,IT089013C228W2OQB6,t,0.02
11500248,https://www.airbnb.com/rooms/11500248,Soffio del Libeccio B&B Family- stanza quadrupla,60491542,https://www.airbnb.com/users/show/60491542,Alessandra,2/26/2016,"Syracuse, Italy",within an hour,100%,100%,t,3,3,t,Siracusa,37.06461,15.28861,Private room in rental unit,Private room,4,1,1,3,72,1,1125,3,3,3,3,40,12,0,4/12/2017,8/12/2025,4.95,4.98,4.98,4.95,4.95,5,4.9,IT089017C1J7LX853R,t,0.39
11500856,https://www.airbnb.com/rooms/11500856,Triple room with sea view terrace,60452700,https://www.airbnb.com/users/show/60452700,Tiziana,2/26/2016,"Positano, Italy",within an hour,100%,87%,f,11,11,t,Lipari,38.79925,15.23987,Private room in bed and breakfast,Private room,3,1,1,3,135,1,1125,15,15,15,15,9,0,0,10/16/2016,6/7/2024,4.11,4.22,4.33,4.44,4.67,4.56,3.67,IT083041A1CA7Q9BIA,t,0.08
11501945,https://www.airbnb.com/rooms/11501945,Mediteranea Studio,21345340,https://www.airbnb.com/users/show/21345340,Valentina,9/15/2014,"Palermo, Italy",within an hour,100%,100%,t,1,1,t,Palermo,38.11405,13.36663,Entire condo,Entire home/apt,4,2,1,3,113,2,28,6,29,56,317,36,13,3,7/23/2023,9/20/2025,4.81,4.83,4.83,4.83,4.89,4.81,4.78,IT082053C29T92HM93,f,1.35
11502086,https://www.airbnb.com/rooms/11502086,TAORMINA Center Castle view -freewifi.,14742181,https://www.airbnb.com/users/show/14742181,Giovanni,4/26/2014,"Taormina, Italy",N/A,N/A,100%,f,2,2,t,Taormina,37.85358,15.28022,Entire rental unit,Entire home/apt,5,1,1,4,111,2,1125,9,38,68,314,83,1,0,3/28/2016,8/17/2025,4.72,4.79,4.85,4.74,4.85,4.8,4.69,IT083097C2N8IIUTO8,t,0.72
11508613,https://www.airbnb.com/rooms/11508613,Villa Rifugio,60635294,https://www.airbnb.com/users/show/60635294,Luigi,2/27/2016,"Marsala, Italy",N/A,N/A,N/A,f,1,1,f,Marsala,37.83227,12.49291,Entire villa,Entire home/apt,10,2.5,4,7,210,31,1125,0,0,0,0,2,0,0,8/6/2018,8/24/2019,5,5,5,5,5,4.5,4.5,,f,0.02
11511417,https://www.airbnb.com/rooms/11511417,casetta  vicino la riserva zingaro,60657506,https://www.airbnb.com/users/show/60657506,Vincenzo,2/27/2016,,within a few hours,100%,70%,f,5,11,t,Castellammare del Golfo,38.0721,12.81636,Entire home,Entire home/apt,4,1.5,2,3,112,2,1125,30,60,90,365,49,12,2,4/7/2016,9/6/2025,4.86,4.86,4.92,4.92,4.92,4.88,4.84,IT081005C2WTOAVLTQ,f,0.42
11511580,https://www.airbnb.com/rooms/11511580,Lampedusa da sogno!,49018046,https://www.airbnb.com/users/show/49018046,Isaia,11/14/2015,"Sicily, Italy",within a few hours,60%,44%,t,10,10,t,Lampedusa e Linosa,35.51247,12.59462,Entire home,Entire home/apt,10,1,2,4,26,31,1125,30,60,90,365,29,2,0,8/25/2016,8/13/2025,4.72,4.59,4.76,4.97,4.86,4.17,4.55,IT084020C2FWAMVTP8,f,0.26
11516328,https://www.airbnb.com/rooms/11516328,Agriturismo Casale l'Abate (Giarre),60702644,https://www.airbnb.com/users/show/60702644,Alfio,2/28/2016,,within a few hours,100%,90%,t,1,1,t,Giarre,37.71213,15.18192,Private room in farm stay,Private room,14,5,5,9,34,3,1125,19,49,79,354,48,2,1,5/14/2016,9/20/2025,4.77,4.79,4.77,4.87,4.88,4.62,4.79,IT087017B5MA3UWPED,f,0.42
10762049,https://www.airbnb.com/rooms/10762049,New Appartment in the center,55518441,https://www.airbnb.com/users/show/55518441,Biagio,1/21/2016,"Comiso, Italy",N/A,N/A,0%,f,1,1,f,Comiso,36.94705,14.60369,Entire home,Entire home/apt,3,1,1,2,41,5,1125,0,27,57,332,12,0,0,4/28/2016,10/9/2023,4.92,4.92,4.83,5,4.92,4.75,4.83,IT088003C2R9EDXCLU,f,0.1
10764522,https://www.airbnb.com/rooms/10764522,Nu Zio Natale,55670437,https://www.airbnb.com/users/show/55670437,Marco,1/22/2016,"San Miniato, Italy",N/A,N/A,N/A,f,1,1,f,Roccalumera,37.98172,15.40254,Entire condo,Entire home/apt,5,1,2,4,100,31,1125,28,58,88,363,0,0,0,,,,,,,,,,,f,
10776163,https://www.airbnb.com/rooms/10776163,CAPRICORNO  (b&b Giardino Segreto),50061437,https://www.airbnb.com/users/show/50061437,Luca,11/28/2015,,within a few hours,78%,62%,f,7,8,t,Lipari,38.80224,15.23415,Private room in bed and breakfast,Private room,2,1,1,1,67,2,1125,23,26,26,26,28,2,0,9/10/2016,8/29/2025,4.5,4.68,4.46,4.5,4.57,4.36,4.18,IT083041C1GAULIM48,f,0.25
10778042,https://www.airbnb.com/rooms/10778042,Casa Frida appartamento in villa a Mondello,52487559,https://www.airbnb.com/users/show/52487559,Giovanni,12/28/2015,"Palermo, Italy",within a few hours,100%,100%,f,2,4,t,Palermo,38.20548,13.31848,Entire villa,Entire home/apt,2,1,1,1,76,2,30,25,55,57,57,28,5,1,10/19/2016,9/15/2025,4.96,4.93,4.89,4.96,4.96,4.77,4.88,IT082053C2AIW93GQA,f,0.26
11390392,https://www.airbnb.com/rooms/11390392,La Margherita: la scalinata.,59727528,https://www.airbnb.com/users/show/59727528,Silvana,2/21/2016,,N/A,N/A,67%,t,5,6,t,Lipari,38.79974,15.23816,Private room in home,Private room,3,1,1,3,150,31,1125,30,60,90,365,15,1,0,9/10/2016,8/25/2025,4.6,4.73,4.87,5,4.87,4.67,4.2,"I applied for a CIN, but haven’t received it yet",f,0.14
11391624,https://www.airbnb.com/rooms/11391624,VENTO DI MARE - Holiday House  in Sicilia,59760611,https://www.airbnb.com/users/show/59760611,Giacomo,2/21/2016,"Casorate Sempione, Italy",within an hour,90%,94%,t,3,4,t,Menfi,37.57937,12.905363,Entire villa,Entire home/apt,7,2,2,4,131,5,730,6,36,66,79,53,9,1,10/29/2016,9/19/2025,4.77,4.83,4.74,4.83,4.81,4.53,4.79,IT084023C2LYN965XH,f,0.49
11392569,https://www.airbnb.com/rooms/11392569,"Historical ""Casale"" with stunning sea view",58048367,https://www.airbnb.com/users/show/58048367,Tommaso,2/9/2016,"Palermo, Italy",N/A,N/A,N/A,f,1,3,f,Castellammare del Golfo,38.06983,12.81822,Entire home,Entire home/apt,2,1,1,1,100,31,31,28,58,88,363,1,0,0,7/30/2021,7/30/2021,4,5,5,5,5,4,4,,f,0.02
11393958,https://www.airbnb.com/rooms/11393958,Villa Nobi in residence   - climatizzata,6370621,https://www.airbnb.com/users/show/6370621,Benny,5/13/2013,"Syracuse, Italy",within a few hours,100%,75%,t,117,168,t,Siracusa,36.97219,15.21456,Entire villa,Entire home/apt,6,1,2,4,75,31,1125,29,59,89,364,0,0,0,,,,,,,,,,,f,
11394684,https://www.airbnb.com/rooms/11394684,Alice House,59782956,https://www.airbnb.com/users/show/59782956,Giuseppe,2/21/2016,"Bracciano, Italy",within an hour,100%,100%,t,1,1,t,Noto,36.89259,15.06803,Tiny home,Entire home/apt,5,1,1,2,41,3,30,28,58,85,175,209,24,2,4/19/2016,9/26/2025,4.87,4.94,4.92,4.88,4.96,4.93,4.94,IT089013C2H2LZDR4H,t,1.82
11403299,https://www.airbnb.com/rooms/11403299,L'Incantevole Villa Giulia****,59856988,https://www.airbnb.com/users/show/59856988,Residence Villa Giulia,2/22/2016,"Taormina, Italy",N/A,N/A,N/A,f,1,1,f,Taormina,37.85061,15.29103,Entire rental unit,Entire home/apt,4,1,1,2,242,31,1125,27,57,87,362,5,0,0,8/6/2017,8/15/2018,4.2,3.8,4.6,4.6,3.4,5,4.4,,f,0.05
11404838,https://www.airbnb.com/rooms/11404838,"""Il Cappero"" , holiday home in the heart of Modica",59868329,https://www.airbnb.com/users/show/59868329,Giulia,2/22/2016,"Sicily, Italy",N/A,N/A,N/A,f,1,1,f,Modica,36.8587,14.76017,Entire rental unit,Entire home/apt,4,2,2,2,60,31,1125,27,57,83,176,25,0,0,3/6/2016,8/4/2021,4.84,4.88,4.84,4.84,4.92,4.8,4.88,,t,0.21
11405243,https://www.airbnb.com/rooms/11405243,Villa fronte mare 3,58841243,https://www.airbnb.com/users/show/58841243,Salvatore,2/15/2016,"Pachino, Italy",within an hour,100%,50%,f,3,3,t,Pachino,36.70684,15.00993,Entire vacation home,Entire home/apt,10,3,6,7,257,7,1125,17,47,77,352,6,3,0,6/23/2019,8/29/2025,4.17,4.67,3.5,4.83,4.83,5,4,IT089014C2DEPF5J85,f,0.08
11405360,https://www.airbnb.com/rooms/11405360,"Apt.Gancia 3 Ortigia seafront,wifi ,breakfast",52069762,https://www.airbnb.com/users/show/52069762,Alessandro,12/23/2015,"Syracuse, Italy",N/A,N/A,N/A,f,4,5,t,Siracusa,37.06012,15.29693,Entire serviced apartment,Entire home/apt,6,,2,,,31,1125,0,0,0,0,3,0,0,8/7/2016,7/1/2017,4.33,4.33,5,5,5,5,4.67,,f,0.03
11407000,https://www.airbnb.com/rooms/11407000,Terrace & Books in the Capo's heart,59888595,https://www.airbnb.com/users/show/59888595,Renato,2/22/2016,"Berlin, Germany",within an hour,100%,75%,t,1,1,t,Palermo,38.11835,13.35379,Entire rental unit,Entire home/apt,4,2,2,2,63,2,1125,11,41,69,282,214,26,3,3/23/2016,9/28/2025,4.89,4.9,4.61,4.9,4.92,4.86,4.87,IT082053C248PJWDQ3,f,1.84
10786025,https://www.airbnb.com/rooms/10786025,Yucca Houses - located 250 mt front beach,55806464,https://www.airbnb.com/users/show/55806464,Edyta,1/23/2016,"Sciacca, Italy",within a day,100%,100%,f,2,2,t,Sciacca,37.50004,13.15628,Entire rental unit,Entire home/apt,6,1,2,4,97,2,365,28,58,88,93,11,0,0,7/29/2016,8/27/2024,4.55,4.36,4.73,4.64,4.55,4.36,4.27,IT084041C2NN49KCMA,f,0.1
10787943,https://www.airbnb.com/rooms/10787943,Dammuso fascinoso sul mare,55819863,https://www.airbnb.com/users/show/55819863,Francesco,1/23/2016,"Pantelleria, Italy",within a few hours,100%,79%,t,3,3,t,Pantelleria,36.74468,12.04027,Dammuso,Entire home/apt,2,1,1,1,79,5,28,22,22,22,155,48,1,0,8/13/2016,8/28/2025,5,4.98,5,4.96,4.96,4.98,4.96,IT081014C22H8WNUDU,f,0.43
11518137,https://www.airbnb.com/rooms/11518137,panoramico riserva nat. Vendicari,60715954,https://www.airbnb.com/users/show/60715954,Nazzareno,2/28/2016,"Palermo, Italy",within an hour,100%,N/A,f,2,2,t,Noto,36.77293,15.09637,Entire vacation home,Entire home/apt,4,,1,,,31,1125,0,0,0,0,32,0,0,8/1/2016,8/25/2024,4.56,4.72,4.56,4.97,4.97,4.84,4.52,,t,0.29
11518823,https://www.airbnb.com/rooms/11518823,Tedimo Supra,59915761,https://www.airbnb.com/users/show/59915761,Justyna,2/22/2016,"Ragusa, Italy",within an hour,100%,100%,f,2,2,t,Ragusa,36.92759567,14.7310121,Entire condo,Entire home/apt,4,1,1,2,64,2,1125,25,50,68,330,22,12,1,8/14/2023,9/14/2025,5,5,5,5,5,4.95,5,IT088009C24RJEDN84,t,0.85
11520289,https://www.airbnb.com/rooms/11520289,"Camera doppia,ampia e pulita!",60730619,https://www.airbnb.com/users/show/60730619,Stefano,2/28/2016,,N/A,N/A,N/A,f,1,2,f,Campobello di Licata,37.25347,13.91592,Private room in villa,Private room,2,1,1,1,50,31,1125,30,60,90,365,0,0,0,,,,,,,,,,,f,
11524338,https://www.airbnb.com/rooms/11524338,La terrazza sulla Borgata,26736430,https://www.airbnb.com/users/show/26736430,Luca,1/26/2015,"Syracuse, Italy",within a day,100%,100%,t,1,1,t,Siracusa,37.07174,15.28728,Entire condo,Entire home/apt,4,1,1,2,43,4,30,14,17,45,320,55,8,0,7/31/2016,8/26/2025,4.75,4.76,4.67,4.95,4.95,4.65,4.8,IT089017C2VU9IBZKK,f,0.49
11525567,https://www.airbnb.com/rooms/11525567,Casa di Giulietta,60771893,https://www.airbnb.com/users/show/60771893,Giulia,2/28/2016,"Palermo, Italy",within an hour,100%,100%,t,1,1,t,Palermo,38.12549,13.36203,Entire rental unit,Entire home/apt,4,1,1,1,68,2,1125,13,39,69,342,286,34,6,4/20/2016,9/29/2025,4.98,4.98,4.97,4.99,5,4.94,4.93,IT082053C22CUL5933,f,2.49
11527154,https://www.airbnb.com/rooms/11527154,CasaLoft  alla cattedrale,60780257,https://www.airbnb.com/users/show/60780257,Vince,2/28/2016,"Palermo, Italy",within an hour,100%,100%,t,2,2,t,Palermo,38.11229,13.35622,Entire loft,Entire home/apt,4,1,1,2,45,1,30,7,28,56,326,608,60,4,4/5/2016,9/27/2025,4.87,4.88,4.83,4.9,4.95,4.93,4.86,IT082053C25B7VZTQE,t,5.26
11529309,https://www.airbnb.com/rooms/11529309,House at seaside - organic garden,60801964,https://www.airbnb.com/users/show/60801964,Veronica,2/28/2016,Germany,N/A,N/A,N/A,f,1,1,t,Terrasini,38.14418,13.07601,Entire home,Entire home/apt,4,2,2,4,112,31,1125,27,57,87,362,2,0,0,8/17/2021,7/29/2023,5,5,5,5,5,4.5,5,,f,0.04
11537842,https://www.airbnb.com/rooms/11537842,Dellangelo Casa Vacanze,60868632,https://www.airbnb.com/users/show/60868632,Nicolò,2/29/2016,"Partinico, Italy",N/A,N/A,N/A,f,1,1,t,Partinico,38.04322,13.11433,Entire rental unit,Entire home/apt,4,1,2,3,55,3,29,28,58,88,363,11,0,0,8/25/2016,9/5/2023,4.82,5,4.73,4.91,5,4.55,4.73,IT082054C2GKX74VX3,f,0.1
10793819,https://www.airbnb.com/rooms/10793819,Villino Manu Favignana a pochi passi dal Paese,36199613,https://www.airbnb.com/users/show/36199613,Manuela,6/19/2015,"Trapani, Italy",within an hour,100%,100%,f,1,1,t,Favignana,37.92461875,12.3289295,Entire villa,Entire home/apt,4,1,2,4,93,2,29,23,53,83,237,11,11,3,6/25/2025,9/19/2025,4.82,4.82,4.82,4.91,4.91,4.82,4.73,IT081009C2Z6LCIB8J,f,3.37
10795092,https://www.airbnb.com/rooms/10795092,Dammuso splendido sul mare,55819863,https://www.airbnb.com/users/show/55819863,Francesco,1/23/2016,"Pantelleria, Italy",within a few hours,100%,79%,t,3,3,t,Pantelleria,36.74643,12.03873,Dammuso,Entire home/apt,2,1,1,1,79,5,28,7,7,7,150,62,8,2,6/5/2016,9/11/2025,5,5,5,4.98,4.98,4.94,4.97,IT081014C22H8WNUDU,f,0.55
10795460,https://www.airbnb.com/rooms/10795460,In una villa dell'800,32258999,https://www.airbnb.com/users/show/32258999,Vivi,4/30/2015,"Palermo, Italy",within a day,100%,84%,t,6,6,t,Marsala,37.83986,12.46754,Entire villa,Entire home/apt,4,1,2,3,200,5,30,29,59,89,334,12,1,0,4/22/2016,6/14/2025,4.75,4.73,4.83,4.82,5,4.73,4.73,IT081011C29QPS4UQC,f,0.1
10799488,https://www.airbnb.com/rooms/10799488,Villa indipendente a 60 mt dal mare,32218695,https://www.airbnb.com/users/show/32218695,Daniela,4/29/2015,"Syracuse, Italy",within a few hours,100%,N/A,f,1,7,t,Siracusa,37.0042,15.26913,Entire home,Entire home/apt,4,1,2,3,123,4,30,13,43,45,259,4,0,0,7/30/2016,4/28/2019,4.5,4.75,5,5,5,4,4.5,IT089017C2HFV7RJB6,f,0.04
10807140,https://www.airbnb.com/rooms/10807140,Junior Suite Cathedral,40890350,https://www.airbnb.com/users/show/40890350,Marco,8/8/2015,"Palermo, Italy",within an hour,100%,100%,f,3,3,t,Palermo,38.11205,13.35743,Entire rental unit,Entire home/apt,4,1,1,2,60,1,30,8,38,68,343,176,6,0,4/8/2016,7/20/2025,4.69,4.78,4.68,4.79,4.85,4.82,4.72,IT082053C23BFYZ7GX,t,1.52
11411129,https://www.airbnb.com/rooms/11411129,La Margherita: sogno strombolano,59727528,https://www.airbnb.com/users/show/59727528,Silvana,2/21/2016,,N/A,N/A,67%,t,5,6,t,Lipari,38.7994,15.2385,Entire home,Entire home/apt,2,1,1,2,100,31,1125,30,60,90,365,57,0,0,6/30/2016,8/18/2024,4.81,4.88,4.88,4.86,4.79,4.93,4.61,,f,0.51
11411597,https://www.airbnb.com/rooms/11411597,"Amaca Loft | Centro a piedi, fuori ZTL",33294245,https://www.airbnb.com/users/show/33294245,Roberta,5/13/2015,"Palermo, Italy",within an hour,100%,100%,f,1,1,t,Palermo,38.11839,13.34572,Entire condo,Entire home/apt,4,1,2,2,79,2,29,12,42,72,346,106,23,3,8/29/2016,9/29/2025,4.65,4.71,4.56,4.87,4.89,4.46,4.6,IT082053C2ITFIXD2V,t,0.96
11413402,https://www.airbnb.com/rooms/11413402,Antico bivani in Centro Storico,59923871,https://www.airbnb.com/users/show/59923871,Astrid,2/22/2016,"Palermo, Italy",a few days or more,25%,0%,f,1,1,t,Palermo,38.11681,13.36893,Entire home,Entire home/apt,4,2,1,3,28,31,1125,29,39,54,90,4,0,0,9/11/2016,8/15/2022,4.5,4.75,4.75,4.25,4.5,5,4.75,,f,0.04
11413901,https://www.airbnb.com/rooms/11413901,Casa al mare di Gia & Ste,59189161,https://www.airbnb.com/users/show/59189161,Gianluca,2/17/2016,"Catania, Italy",within a few hours,86%,50%,f,1,1,t,Santa Teresa di Riva,37.95308,15.3739,Entire rental unit,Entire home/apt,6,1,1,2,45,7,1125,8,38,65,336,6,2,0,8/1/2020,6/28/2025,4.33,4.5,4.33,4.83,4.67,4.67,4.5,IT08308922HLSIJYKA,f,0.1
11416059,https://www.airbnb.com/rooms/11416059,Holiday Rentals Taormina,33835635,https://www.airbnb.com/users/show/33835635,Rosario,5/20/2015,"Taormina, Italy",within an hour,100%,100%,t,3,4,t,Taormina,37.84924,15.28627,Entire rental unit,Entire home/apt,4,1,2,4,127,2,30,9,9,9,9,83,6,1,4/5/2016,9/5/2025,4.78,4.75,4.94,4.93,4.93,4.54,4.71,IT083097C2GI9BEEUD,t,0.72
11417726,https://www.airbnb.com/rooms/11417726,Casa Scirocco Limone,9939693,https://www.airbnb.com/users/show/9939693,Alice,11/11/2013,"Rome, Italy",within an hour,100%,100%,t,2,2,t,Lipari,38.48387527,14.95099735,Entire home,Entire home/apt,3,1,1,2,147,3,1125,27,57,87,333,50,0,0,6/19/2016,9/14/2024,4.82,4.8,4.76,4.84,4.92,4.76,4.62,IT083041C2DIZ5A7AU,f,0.44
11425054,https://www.airbnb.com/rooms/11425054,Residence La residenza Messina,60017419,https://www.airbnb.com/users/show/60017419,La Residenza,2/23/2016,"Messina, Italy",within a day,90%,82%,f,1,4,f,Messina,38.18588,15.5524,Private room in serviced apartment,Private room,3,1,3,7,86,1,30,28,57,87,362,27,12,1,6/11/2021,9/7/2025,4.15,4.41,4.48,4.59,4.48,4.63,4.3,IT083048A1652Y6WCV,f,0.52
11425261,https://www.airbnb.com/rooms/11425261,Una finestra sul mare di Palermo|sea front & pool,60017692,https://www.airbnb.com/users/show/60017692,Casa Gelsomino,2/23/2016,"Palermo, Italy",within an hour,100%,100%,f,18,21,t,Palermo,38.10703,13.38754,Entire condo,Entire home/apt,4,1.5,1,2,139,3,360,25,55,80,80,70,8,1,5/4/2016,9/10/2025,4.53,4.63,4.59,4.8,4.74,3.89,4.39,IT082053B4V866KS4L,t,0.61
11430259,https://www.airbnb.com/rooms/11430259,B&B Valle Dell' Ippari - blu,60048990,https://www.airbnb.com/users/show/60048990,Jenny,2/23/2016,"Comiso, Italy",within an hour,100%,100%,f,2,2,t,Comiso,36.95448,14.59229,Entire bed and breakfast,Entire home/apt,4,1,2,3,90,1,1125,20,49,79,308,9,0,0,11/19/2016,12/9/2023,4.89,4.89,5,5,5,4.44,4.78,IT088003C123JT4KUE,t,0.08
10807354,https://www.airbnb.com/rooms/10807354,Villetta immersa nel verde- “Villa Graziella”,32509233,https://www.airbnb.com/users/show/32509233,Annamaria,5/3/2015,"Milan, Italy",within an hour,100%,91%,f,2,2,t,Siracusa,37.08408,15.2946,Entire home,Entire home/apt,6,2,4,4,77,5,29,16,28,58,333,92,1,0,8/8/2016,10/20/2024,4.75,4.79,4.8,4.92,4.88,4.47,4.71,IT089017C24Q726TSW,f,0.83
